酒名,url,酒譜,介紹,步驟,口味,評論
My Thai,https://www.liquor.com/recipes/my-thai/,"{'Thai chile pepper': '1', 'Grand Marnier': '3/4 ounce', 'Banks 5-Island rum': '2 ounce', 'Fresh lime juice': '3/4 ounce', 'Fresh pineapple juice': '3/4 ounce', 'Thai coconut milk': '1/2 ounce'}",['This rum cocktail combines spicy Thai chiles and cooling coconut milk.'],"['In a shaker, muddle the Thai chile pepper and Grand Marnier.', 'Add the remaining ingredients and fill with ice.', 'Shake, and strain into a tiki mug filled with fresh ice.', 'Garnish with a pineapple leaf and another Thai chile pepper.']",Spicy,NULL
Pineapple Jalapeño Margarita,https://www.liquor.com/recipes/pineapple-jalapeno-margarita/,"{'Sugar': '2 tbsp', 'Black pepper': '1 tbsp', 'Triple sec': '3/4 ounce', 'pineapple chunk': '11', 'Jalapeño round': '1', 'Cazadores reposado tequila': '11/2 ounce', 'Fresh lime juice': '1/2 ounce', 'Pineapple juice': '1/2 ounce'}","['Enjoy the heat with this refreshing pineapple Margarita that boasts a touch of spicy jalapeño. Because what goes better with pineapple and tequila than a hit of chile heat?', 'For more great Mexican-inspired drinks—and tacos, too!—head right this way.']","['Combine the sugar and black pepper in a shallow dish. Wet the rim of the glass with the slice of lime, and gently rotate the rim into the sugar and pepper mix to coat the edge of the glass evenly.', 'Add the triple sec, pineapple chunk and jalapeño round into a mixing tin and gently muddle.', 'Add the tequila, lime juice and pineapple juice. Add ice and shake.', 'Double-strain over fresh ice into the rimmed glass.', 'Garnish with a lime wedge, pineapple chunk and jalapeño round.']",Spicy,NULL
Spicy Negroni,https://www.liquor.com/recipes/spicy-negroni/,"{'Gin': '3/4 ounce', 'Mezcal': '3/4 ounce', 'Campari': '3/4 ounce', 'Sweet vermouth': '3/4 ounce', 'Ancho chile liqueur': '1/2 ounce', 'Mole bitters': '2 drops'}","['A twist on the classic, a little mezcal and ancho chile liqueur gives the Negroni a smoky and spicy finish.']","['Add all ingredients to a mixing glass and fill with ice.', 'Stir, and strain into an Old Fashioned or rocks glass over fresh ice.']",Spicy,NULL
Elixir Bloody Mary,https://www.liquor.com/recipes/elixir-bloody-mary/,"{'Old Bay Seasoning': 'NULL', 'Square One Organic vodka': '2 ounce', 'Dried dill': '1 tsp', 'Ground white pepper': '1 tsp', 'Celery salt': '1 tsp', 'Worcestershire sauce': '2 dash', 'Tabasco sauce': '2 dash', 'Elixir Juice ': '1/2 ounce', ""Lemon's juice"": '1 wedge', 'Prepared horseradish': '1 tsp', 'Tomato juice': '4 ounce'}","[""San Francisco bartender and Liquor.com advisory board member H. Joseph Ehrmann says this is the world's best Bloody Mary recipe.""]","['Coat the rim of a pint glass with Old Bay Seasoning.', 'Add the remaining ingredients to a shaker and fill with ice.', 'Garnish with a kosher dill pickle spear and a cooked slice of thick-cut bacon.', ""Don't use a straw; drink from the rim in order to get a little of the Old Bay with each sip.""]",Spicy,NULL
Red Snapper,https://www.liquor.com/recipes/red-snapper/,"{'Celery salt': '2 pinch', 'Freshly ground black pepper': '2 pinch', 'Lime': '1 wedge', 'Gin': '2 ounce', 'Tomato juice': '4 ounce', 'Freshly squeezed lemon juice': '1/2 ounce', 'Tabasco': '6 dash', 'Worcestershire sauce': '4 dash'}",['This classic gin cocktail is an alternative to the Bloody Mary.'],"['Pour the salt and pepper onto a small plate.', 'Rub the juicy side of a lime wedge along the lip of a pint glass, rim the glass with the salt and pepper, and fill the glass with ice.', 'Add the remaining ingredients into a shaker with ice, and shake until chilled.', 'Strain into the prepared glass, and garnish with a celery stalk and lime wedge.']",Spicy,NULL
Tequila Limeade,https://www.liquor.com/recipes/tequila-limeade/,"{'Light agave nectar': '1/2 ounce', ' Cilantro leaves': '8 sprig ', 'Fresh jalapeño': '2 slice', 'Cazadores tequila blanco': '11/2 ounce', 'Fresh lime juice': '3/4 ounce', 'Club soda': '12 ounce'}","['There’s little as refreshing during the summer swelter as a cool limeade. But when you add a bit of chile heat and tequila, well, that cooler gets a whole lot hotter.', 'For more great Mexican-inspired drinks—and tacos too!—head right this way.']","['Combine agave nectar, cilantro leaves and jalapeño slices in a shaking tin.', 'Muddle gently.', 'Add tequila, lime juice, and ice.', 'Shake and double strain into a collins or highball glass filled with ice.', 'Top with club soda.', 'Garnish with fresh sprig of cilantro.']",Spicy,NULL
Hennessy Jalapiña,https://www.liquor.com/recipes/hennessy-jalapina/,"{'Jalapeño': '2 slice', 'Hennessy V S  cognac': '11/2 ounce', 'Pineapple juice': '3 ounce'}","['As the name would suggest, the Jalapiña is a seamless mix of jalapeño and pineapple. But it’s Hennessy V.S. that anchors this irresistible balance of spicy and sweet.']","['Muddle jalapeño in a shaker.', 'Add the cognac, pineapple juice and ice and shake.', 'Strain into a rocks glass over fresh ice.', 'Garnish with a pineapple slice and leaf.']",Spicy,NULL
I Left My Heart in Jalisco,https://www.liquor.com/recipes/i-left-my-heart-in-jalisco/,"{'Whole milk': '12 ounce', 'Unsweetened cocoa powder': '2 tbsp', 'Unsweetened chocolate': '2 ounce', 'Demerara sugar': '1 ounce', 'Star anise pod': '1', '1 Vanilla bean': 'split in half', 'Cayenne pepper': '1 pinch', 'Salt': '1 pinch', ""Hussong's reposado tequila"": '21/2 ounce', 'Ancho Reyes ancho chile liqueur': '1/2 ounce'}","['This warm, spicy and romantic tequila cocktail by William Batson, the owner of\xa0The Barhops\xa0in Birmingham, Ala.,\xa0makes enough for two.']","['Add the milk, cocoa powder and chocolate to a saucepan over medium heat and cook, stirring, until the chocolate melts.', 'Add the sugar, star anise, vanilla bean, Cayenne pepper and salt, reduce the heat to low and cook for about 10 minutes.', 'Strain the mixture into two mugs, and add 1.25 ounces of tequila and .25 ounces of Ancho Reyes to each.', 'Stir, and garnish with orange twists and a sprinkle of cocoa powder.']",Spicy,NULL
Jacq La Ginger,https://www.liquor.com/recipes/jacq-la-ginger/,"{'Redlock spiced rum': '11/2 ounce', 'Grapefruit juice': '2 ounce', 'Brown sugar syrup': '1/4 ounce', 'Ginger beer': 'to top'}","['Named after the famed female pirate of the Caribbean, Jacquotte Delahaye, this Dark ’N’ Stormy riff adapted from The Bluffton Room at Hilton Head Island in Bluffton, S.C., has Redlock spiced rum from Hilton Head Distillery, a vanilla-forward spirit with tones of allspice and nutmeg.', 'This recipe originally appeared as part of “The 5 Recipe Variations Every Dark ’N’ Stormy Lover Should Know.”']","['Add the rum, juice and syrup into a shaker with ice, and shake until well-chilled.', 'Strain into a Collins glass over fresh ice, and stir gently.', 'Top with the ginger beer.', 'Garnish with a dill sprig.']",Spicy,NULL
Beach Bum,https://www.liquor.com/recipes/beach-bum/,"{'Vodka': '13/4 ounce', 'Pear liqueur': '1/4 ounce', 'Cointreau': '1/2 ounce', 'Maraschino liqueur': '1/2 ounce', 'Grenadine': '1 dash'}","[""Feel like you're on permanent vacation with this refreshing vodka cocktail.""]","['Add all the ingredients except the grenadine into a shaker with ice and shake.', 'Strain into a rocks glass over fresh ice.', 'Top with the grenadine.', 'Garnish with fresh mint.']",Spicy,NULL
Pils al Pastor,https://www.liquor.com/recipes/pils-al-pastor/,"{'Don Julio blanco tequila': '1 ounce', 'Ancho chile liqueur': '3/4 ounce', 'Pok Pok pineapple drinking ninegar': '3/4 ounce', 'Fresh lime juice': '3/4 ounce', 'Pilsner': '3 ounce'}","['Ancho chile liqueur, tart drinking vinegar and a cap of pilsner give this cocktail its fizzy kick.']","['Rim a rocks glass with spice and salt blend.', 'Add tequila, liqueur, lime juice and vinegar into a shaker with ice and shake well.', 'Strain into prepared glass over fresh ice.', 'Top with pilsner.']",Spicy,NULL
The Lookout,https://www.liquor.com/recipes/the-lookout/,"{'12-year-old rum': '2 ounce', 'PX Sherry-Infused Butter': '1 tbsp', 'Mulled cider': '4 ounce', 'Chinese five-spice powder': '1 pinch'}",['Improve on the classic Hot Buttered Rum with sherry and mulled cider.'],"['Add the rum and butter to a mug and slowly pour in the mulled cider.', 'Sprinkle the five-spice powder on top.']",Spicy,NULL
Bloody Roman,https://www.liquor.com/recipes/bloody-roman/,"{'Castelvetrano or other mild green olives': '12 ounce', 'Beer ': '36 ounce', 'Roman Mix': 'NULL', 'Oysters ': '12'}","['Celebrity chef Chris Cosentino begins brunch with this spicy, beer-based, oyster-topped culinary concoction.']","['Place 2 olives in each of 6 pint glasses.', 'Pour half a bottle of beer into each glass and top with the Roman Mix, divided evenly among the glasses.', 'Place 2 shucked oysters with their liquor in each glass and garnish with an additional olive, a serrano chile and a few chile threads.']",Spicy,[['Thanks for bringing this to our attention. We have updated the recipe.']]
Bloody Bulldog,https://www.liquor.com/recipes/bloody-bulldog/,"{'Bulldog gin': '2 ounce', 'Tomato juice': '4 ounce', 'Lemon juice': '1/2 ounce', 'Garlic clove': 'minced', 'Prepared horseradish': '1 tbsp', 'Balsamic vinegar': '1 tbsp', 'Worcestershire sauce': '1 tsp', 'Celery salt': '3 dash', 'Black pepper': '3 dash', 'Tabasco sauce': 'NULL'}",['No reason vodka should have a monopoly on tomato-juice cocktails.'],"['Add all the ingredients to a highball glass, fill with ice and stir.', 'Garnish with any of the following: a celery stalk, pickled okra, a dill pickle spear, an asparagus spear, a skewer with 3 olives, a skewer with 3 cherry tomatoes or a carrot stick.']",Spicy,NULL
Banana Daiquiri,https://www.liquor.com/recipes/banana-daiquiri/,"{'aged rum': '2 ounce', 'Tempus Fugit crème de banane liqueur ': '1/2 ounce', 'fresh lime juice': '1 ounce', 'Simple syrup': '1/4 ounce'}","['The Banana Daiquiri means different things to different people. To some, it’s an icy-tall blender drink, beloved as much for its fruitiness as its frothiness. To others, it’s a classic shaken Daiquiri accented with a hint of banana. This recipe belongs to the latter. To get the most of your Banana Daiquiri, try a few different rums, as the range in styles and flavors will affect the sweetness and balance of the cocktail.']","['Add all ingredients into a shaker with ice and shake until well-chilled.', 'Strain into a chilled coupe.', 'Garnish with a banana slice.']",Fruity,NULL
Spicy Margarita,https://www.liquor.com/recipes/spicy-margarita/,"{'Lime': '1 wedge', 'Jalapeño coins ': '2', 'Blanco tequila': '2 ounce', 'Fresh lime juice': '1 ounce', 'Orange liqueur': '1/2 ounce', 'Agave syrup': '1/2 ounce'}","['The Spicy Margarita succeeds where so many of its siblings seem to fail. That is to say, it refocuses the classic tequila cocktail without losing what’s essential to its success: that timeless blend of sweet, sour and earthy flavors. The key is to use fresh jalapeño. Two muddled coins, with seeds removed, yields a conservatively spicy drink. But for a spicier Spicy Margarita, throw in a third coin. It’s the perfect cocktail to fire up your summer.']","['Rub the rim of a rocks glass with a lime wedge, dip in salt to coat and set aside.', 'Add the jalapeño coins into a shaker and gently muddle.', 'Add remaining ingredients and ice and shake until well-chilled.', 'Strain into prepared glass over fresh ice.', 'Garnish with a jalapeño coin.']",Fruity,NULL
Blue Hawaii,https://www.liquor.com/recipes/blue-hawaii/,"{'Vodka': '3/4 ounce', 'Light rum': '3/4 ounce', 'Blue curaçao': '1/2 ounce', 'Pineapple juice': '3 ounce', 'Sweet-and-sour mix': '1 ounce'}","['The Blue Hawaii cocktail was born at Honolulu’s Kaiser Hawaiian Village (now Hilton Hawaiian Village Waikiki Resort). In 1957, a sales representative of Dutch distiller Bols asked legendary bartender Harry Yee to design a drink that featured its blue color of curaçao liqueur. After experimenting with several variations, Yee settled on a version somewhat different than the most popular version today but with the signature blue color, pineapple wedge and cocktail umbrella. It was Yee who named the cocktail that shares its name with the 1961 Elvis Presley film.”', 'There are numerous variations of this recipe, such as the Blue Hawaiian, which uses crème de coconut. But this is the authentic recipe.', 'This recipe originally appeared as part of “Meet the Updated Blue Hawaii. It’s a Drink You Should Know.”']","['Add all ingredients into a shaker with ice and shake until well-chilled. (Or blend all ingredients with ice in a blender.).', 'Strain into a Hurricane glass over crushed or pebble ice. (Or pour from blender into glass with no ice.).', 'Garnish with a pineapple wedge and cocktail umbrella.']",Fruity,NULL
Bebbo,https://www.liquor.com/recipes/bebbo/,"{'London dry gin': '11/2 ounce', 'honey syrup ': '1 ounce', 'Fresh lemon juice': '3/4 ounce', 'fresh blood orange juice': '1/4 ounce'}",['Put summer’s blood oranges to good use in this light citrusy gin drink from Ted Haigh’s 2004 book “Vintage Spirits and Forgotten Cocktails.”'],"['Pour ingredients into a shaker with ice and shake for 30 seconds.', 'Fine-strain into a chilled coupe.', 'Garnish with a lemon twist.']",Fruity,NULL
Earl Grey MarTEAni,https://www.liquor.com/recipes/earl-grey-marteani/,"{'Earl Grey–tea-infused Tanqueray gin ': '11/2 ounce', 'Fresh lemon juice': '3/4 ounce', 'Simple syrup': '1 ounce', 'egg white': '1 ounce'}","['This original twist on the Gin Sour comes by way of one of the pioneers of the modern cocktail movement, Audrey Saunders of New York City’s Pegu Club.']","['Take a chilled coupe glass, half-rim it with sugar and set aside.', 'Pour all ingredients into a shaker without ice and dry-shake vigorously (at least 10 seconds).', 'Add ice and shake again.', 'Strain into prepared coupe.', 'Garnish with a lemon twist.', '*Earl Grey tea-infused Tanqueray gin: Add 4 tbsp Earl Grey tea leaves into a 750 mL bottle of Tanqueray gin (or other high-proof dry gin), cap and shake. Let sit at room temperature for at least 2 hours. Strain the infused gin through a coffee filter into a separate container. Rinse out bottle to remove loose tea, and pour gin back into clean bottle. Can be stored indefinitely if refrigerated.']",Fruity,"[[""This was my first drink at Pegu Club on my first visit in (I believe) 2009. It was shaken and served by Kenta Goto. I remember being pleasantly surprised at the cocktail's dryness, from the tannins in the tea. As somewhat of a tea snob, it has always amazed me that steeping for this long in alcohol does not pull out the harshest flavors in the tea leaves, but it really does work. Just be sure to set a timer: you do not want to steep it overnight! Lately, I've been a huge fan of Rishi's different Earl Grey varieties--the green/oolong variety is particularly lovely. Personal recommendation: add one or two star anise pods to the steep for added depth--and that 1980s Bigelow brand Earl Grey aroma. Also, I've found that Tanqueray Rangpur is a really excellent choice for this cocktail.""], [""We didn't want to commit a whole bottle of gin to JUST earl grey, so we steeped a tea bag in 6-8 oz worth until we got a mid brown tea color (not weak but not english breakfast strong), about 7-10 min.\nThat's by far the fussiest part, the rest was a breeze.\n(We also employed a reverse dry shake for maximum foam and omitted the sugar rim).""]]"
